Arm Hole chosen,0
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1, angle: NaN, distance: NaN,Arm Bolt Location: 2, angle: NaN, distance: NaN,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: -61.86026450485575, distance: 0.9792213132625152,Arm Bolt Location: 6, angle: -33.46998021317785, distance: 0.5350599604645229,Arm Bolt Location: 7, angle: -16.678435357014834, distance: 0.2517833272620589,Arm Bolt Location: 8, angle: -3.647908007781494, distance: 0.05062166469940301,Arm Bolt Location: 9, angle: 7.604447606182107, distance: -0.09148029456161533,Arm Bolt Location: 10, angle: 18.005000690654636, distance: -0.15404974463926052,Arm Bolt Location: 11, angle: 28.158291279712, distance: -0.055512176826060806,Arm Bolt Location: 12, angle: 38.627160596708244, distance: 0.3427185603976097,Arm Bolt Location: 13, angle: 50.22282477760835, distance: 1.1539968067371935,Arm Bolt Location: 14, angle: 65.02607167973599, distance: 2.266625673161264,Arm Bolt Location: 15, angle: 90, distance: 2.541867812972196,Arm Bolt Location: 16, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 17, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 5,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 6, angle: 20.21232060644499, distance: -0.040504252874915714,Arm Bolt Location: 7, angle: 14.344408625405036, distance: -0.07138828238695924,Arm Bolt Location: 8, angle: 14.388767655862619, distance: -0.09608185721959488,Arm Bolt Location: 9, angle: 15.894982730378183, distance: -0.11629765625977025,Arm Bolt Location: 10, angle: 18.005000690654636, distance: -0.12417799044702295,Arm Bolt Location: 11, angle: 20.441448632198462, distance: -0.10643110488280079,Arm Bolt Location: 12, angle: 23.092349068625417, distance: -0.04069123716698504,Arm Bolt Location: 13, angle: 25.908644234758853, distance: 0.10993844316942175,Arm Bolt Location: 14, angle: 28.87061557137319, distance: 0.40104839113644397,Arm Bolt Location: 15, angle: 31.975055182204915, distance: 0.9055768853000031,Arm Bolt Location: 16, angle: 35.230248528179686, distance: 1.7061923167741524,Arm Bolt Location: 17, angle: 38.654668741291495, distance: 2.887954823058269,Arm Bolt Location: 18, angle: 42.27817836230368, distance: 4.5514149755853355,Arm Bolt Location: 19, angle: 46.14596400876274, distance: 4.933711939023952,
Spring Hole: 6,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 7, angle: 20.21232060644499, distance: -0.03706188520269943,Arm Bolt Location: 8, angle: 14.344408625405036, distance: -0.06720230690675148,Arm Bolt Location: 9, angle: 14.388767655862619, distance: -0.08974376631828561,Arm Bolt Location: 10, angle: 15.894982730378183, distance: -0.10611590467037706,Arm Bolt Location: 11, angle: 18.005000690654636, distance: -0.10736562804157203,Arm Bolt Location: 12, angle: 20.441448632198462, distance: -0.07804208472652895,Arm Bolt Location: 13, angle: 23.092349068625417, distance: 0.00800093012461486,Arm Bolt Location: 14, angle: 25.908644234758853, distance: 0.19340396955601838,Arm Bolt Location: 15, angle: 28.87061557137319, distance: 0.5411228294085173,Arm Bolt Location: 16, angle: 31.975055182204915, distance: 1.1328422282651898,Arm Bolt Location: 17, angle: 35.230248528179686, distance: 2.0648264814210986,Arm Bolt Location: 18, angle: 38.654668741291495, distance: 3.4617146590748193,Arm Bolt Location: 19, angle: 42.27817836230368, distance: 4.824124192176706,
Spring Hole: 7,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 8, angle: 20.21232060644499, distance: -0.03330439366376973,Arm Bolt Location: 9, angle: 14.344408625405036, distance: -0.06253997776973692,Arm Bolt Location: 10, angle: 14.388767655862619, distance: -0.08260687480745009,Arm Bolt Location: 11, angle: 15.894982730378183, distance: -0.09451541997701268,Arm Bolt Location: 12, angle: 18.005000690654636, distance: -0.08794400922642737,Arm Bolt Location: 13, angle: 20.441448632198462, distance: -0.04476472386847035,Arm Bolt Location: 14, angle: 23.092349068625417, distance: 0.06582568297882121,Arm Bolt Location: 15, angle: 25.908644234758853, distance: 0.29357547609768025,Arm Bolt Location: 16, angle: 28.87061557137319, distance: 0.7112260076453053,Arm Bolt Location: 17, angle: 31.975055182204915, distance: 1.4155586357948564,Arm Bolt Location: 18, angle: 35.230248528179686, distance: 2.542117504453637,Arm Bolt Location: 19, angle: 38.654668741291495, distance: 4.660549308267403,
Spring Hole: 8,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 9, angle: 20.21232060644499, distance: -0.02920158522333062,Arm Bolt Location: 10, angle: 14.344408625405036, distance: -0.057340251580790924,Arm Bolt Location: 11, angle: 14.388767655862619, distance: -0.07454091003886221,Arm Bolt Location: 12, angle: 15.894982730378183, distance: -0.08121355232918977,Arm Bolt Location: 13, angle: 18.005000690654636, distance: -0.0653001691468553,Arm Bolt Location: 14, angle: 20.441448632198462, distance: -0.005281855973375892,Arm Bolt Location: 15, angle: 23.092349068625417, distance: 0.13558937288782322,Arm Bolt Location: 16, angle: 25.908644234758853, distance: 0.4165521543428369,Arm Bolt Location: 17, angle: 28.87061557137319, distance: 0.9259263037718993,Arm Bolt Location: 18, angle: 31.975055182204915, distance: 1.798291561492523,Arm Bolt Location: 19, angle: 35.230248528179686, distance: 3.6719756127940975,
Spring Hole: 9,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 10, angle: 20.21232060644499, distance: -0.02471499787866866,Arm Bolt Location: 11, angle: 14.344408625405036, distance: -0.051524185881721744,Arm Bolt Location: 12, angle: 14.388767655862619, distance: -0.06537353815168236,Arm Bolt Location: 13, angle: 15.894982730378183, distance: -0.06582506691167837,Arm Bolt Location: 14, angle: 18.005000690654636, distance: -0.03856639789679894,Arm Bolt Location: 15, angle: 20.441448632198462, distance: 0.04237071112327472,Arm Bolt Location: 16, angle: 23.092349068625417, distance: 0.22183569672754946,Arm Bolt Location: 17, angle: 25.908644234758853, distance: 0.5737505977396313,Arm Bolt Location: 18, angle: 28.87061557137319, distance: 1.2215307774583444,Arm Bolt Location: 19, angle: 31.975055182204915, distance: 2.731298597967312,
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11, angle: 20.21232060644499, distance: -0.019794785315774607,Arm Bolt Location: 12, angle: 14.344408625405036, distance: -0.044987193690245564,Arm Bolt Location: 13, angle: 14.388767655862619, distance: -0.05486928517214224,Arm Bolt Location: 14, angle: 15.894982730378183, distance: -0.0478016710867777,Arm Bolt Location: 15, angle: 18.005000690654636, distance: -0.006438077272125573,Arm Bolt Location: 16, angle: 20.441448632198462, distance: 0.10139756074352749,Arm Bolt Location: 17, angle: 23.092349068625417, distance: 0.33309106995663185,Arm Bolt Location: 18, angle: 25.908644234758853, distance: 0.793556806429706,Arm Bolt Location: 19, angle: 28.87061557137319, distance: 1.9635641414293448,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12, angle: 20.21232060644499, distance: -0.014374786958086258,Arm Bolt Location: 13, angle: 14.344408625405036, distance: -0.03758613829370229,Arm Bolt Location: 14, angle: 14.388767655862619, distance: -0.042691990354111954,Arm Bolt Location: 15, angle: 15.894982730378183, distance: -0.026314182421872404,Arm Bolt Location: 16, angle: 18.005000690654636, distance: 0.033229694921529135,Arm Bolt Location: 17, angle: 20.441448632198462, distance: 0.1778462880546915,Arm Bolt Location: 18, angle: 23.092349068625417, distance: 0.49056789603943196,Arm Bolt Location: 19, angle: 25.908644234758853, distance: 1.36098722526697,
Spring Hole: 12,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 13, angle: 20.21232060644499, distance: -0.008364304713114019,Arm Bolt Location: 14, angle: 14.344408625405036, distance: -0.029116305836353745,Arm Bolt Location: 15, angle: 14.388767655862619, distance: -0.028331488354615433,Arm Bolt Location: 16, angle: 15.894982730378183, distance: 0.000008850744959872346,Arm Bolt Location: 17, angle: 18.005000690654636, distance: 0.08451199611143073,Arm Bolt Location: 18, angle: 20.441448632198462, distance: 0.28681715346109943,Arm Bolt Location: 19, angle: 23.092349068625417, distance: 0.9071371561102903,
Spring Hole: 13,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 14, angle: 20.21232060644499, distance: -0.001633415716088599,Arm Bolt Location: 15, angle: 14.344408625405036, distance: -0.01926637107870211,Arm Bolt Location: 16, angle: 14.388767655862619, distance: -0.010940672338443314,Arm Bolt Location: 17, angle: 15.894982730378183, distance: 0.033788388285722774,Arm Bolt Location: 18, angle: 18.005000690654636, distance: 0.15763925267308007,Arm Bolt Location: 19, angle: 20.441448632198462, distance: 0.5802063913082313,
Spring Hole: 14,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 15, angle: 20.21232060644499, distance: 0.006015775780920247,Arm Bolt Location: 16, angle: 14.344408625405036, distance: -0.0075181808498974625,Arm Bolt Location: 17, angle: 14.388767655862619, distance: 0.011106094608695735,Arm Bolt Location: 18, angle: 15.894982730378183, distance: 0.08164026688899674,Arm Bolt Location: 19, angle: 18.005000690654636, distance: 0.35603110257422055,
Spring Hole: 15,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 16, angle: 20.21232060644499, distance: 0.01491316291939401,Arm Bolt Location: 17, angle: 14.344408625405036, distance: 0.007125187280865495,Arm Bolt Location: 18, angle: 14.388767655862619, distance: 0.041929745424286055,Arm Bolt Location: 19, angle: 15.894982730378183, distance: 0.21084717533281572,
Spring Hole: 16,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 17, angle: 20.21232060644499, distance: 0.02569449847193994,Arm Bolt Location: 18, angle: 14.344408625405036, distance: 0.027197921872224726,Arm Bolt Location: 19, angle: 14.388767655862619, distance: 0.12366730512594115,
Spring Hole: 17,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 18, angle: 20.21232060644499, distance: 0.03997863820690556,Arm Bolt Location: 19, angle: 14.344408625405036, distance: 0.07871320793932801,
Spring Hole: 18,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 19, angle: 20.21232060644499, distance: 0.074423205763197,
Spring Hole: 19,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,

 
Arm Hole chosen,6
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1, angle: 90, distance: 0.41398857104660347,Arm Bolt Location: 2, angle: 44.62792507132086, distance: 0.05098471437133736,Arm Bolt Location: 3, angle: 32.96256141126816, distance: -0.08221550052637851,Arm Bolt Location: 4, angle: 29.183853132780893, distance: -0.1323135275421043,Arm Bolt Location: 5, angle: 28.158291279712, distance: -0.1499132779558927,Arm Bolt Location: 6, angle: 28.46298459384316, distance: -0.14029385831896554,Arm Bolt Location: 7, angle: 29.53282290019842, distance: -0.09407983760237176,Arm Bolt Location: 8, angle: 31.100050990898332, distance: 0.00954260034895437,Arm Bolt Location: 9, angle: 33.02466363166586, distance: 0.2045187163481997,Arm Bolt Location: 10, angle: 35.230248528179686, distance: 0.5388255283116715,Arm Bolt Location: 11, angle: 37.67620178937298, distance: 1.0709919458019963,Arm Bolt Location: 12, angle: 40.34483351412245, distance: 1.8614696620010838,Arm Bolt Location: 13, angle: 43.23560714898218, distance: 2.961233399915741,Arm Bolt Location: 14, angle: 46.36361379075006, distance: 4.3999508739701,Arm Bolt Location: 15, angle: 49.76163274092416, distance: 4.976233801708681,Arm Bolt Location: 16, angle: 53.48697226633447, distance: 4.961574290984115,Arm Bolt Location: 17, angle: 57.637575134983805, distance: 4.879537384235511,Arm Bolt Location: 18, angle: 62.39168860643373, distance: 4.70880244490804,Arm Bolt Location: 19, angle: 68.12737477329176, distance: 4.411415252481513,
Spring Hole: 1,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 2, angle: 90, distance: 0.42878233455681536,Arm Bolt Location: 3, angle: 44.62792507132086, distance: 0.07160580303421872,Arm Bolt Location: 4, angle: 32.96256141126816, distance: -0.0627542535337357,Arm Bolt Location: 5, angle: 29.183853132780893, distance: -0.11071037470894651,Arm Bolt Location: 6, angle: 28.158291279712, distance: -0.12318007624549848,Arm Bolt Location: 7, angle: 28.46298459384316, distance: -0.10455800296790449,Arm Bolt Location: 8, angle: 29.53282290019842, distance: -0.043513932286072775,Arm Bolt Location: 9, angle: 31.100050990898332, distance: 0.08384531894362787,Arm Bolt Location: 10, angle: 33.02466363166586, distance: 0.31540253097152476,Arm Bolt Location: 11, angle: 35.230248528179686, distance: 0.703029961564525,Arm Bolt Location: 12, angle: 37.67620178937298, distance: 1.307980773068903,Arm Bolt Location: 13, angle: 40.34483351412245, distance: 2.191835846436352,Arm Bolt Location: 14, angle: 43.23560714898218, distance: 3.405784594313622,Arm Bolt Location: 15, angle: 46.36361379075006, distance: 4.937894950363698,Arm Bolt Location: 16, angle: 49.76163274092416, distance: 4.976233801708681,Arm Bolt Location: 17, angle: 53.48697226633447, distance: 4.961574290984115,Arm Bolt Location: 18, angle: 57.637575134983805, distance: 4.879537384235511,Arm Bolt Location: 19, angle: 62.39168860643373, distance: 4.70880244490804,
Spring Hole: 2,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 3, angle: 90, distance: 0.4435079942833366,Arm Bolt Location: 4, angle: 44.62792507132086, distance: 0.09343106946790823,Arm Bolt Location: 5, angle: 32.96256141126816, distance: -0.041596225084452675,Arm Bolt Location: 6, angle: 29.183853132780893, distance: -0.08684817583826354,Arm Bolt Location: 7, angle: 28.158291279712, distance: -0.09328797264986084,Arm Bolt Location: 8, angle: 28.46298459384316, distance: -0.06417521927754162,Arm Bolt Location: 9, angle: 29.53282290019842, distance: 0.014114375428289867,Arm Bolt Location: 10, angle: 31.100050990898332, distance: 0.16894768062332763,Arm Bolt Location: 11, angle: 33.02466363166586, distance: 0.44248451899228686,Arm Bolt Location: 12, angle: 35.230248528179686, distance: 0.890743307991767,Arm Bolt Location: 13, angle: 37.67620178937298, distance: 1.5781307312838544,Arm Bolt Location: 14, angle: 40.34483351412245, distance: 2.568580552858607,Arm Bolt Location: 15, angle: 43.23560714898218, distance: 3.9166738147891604,Arm Bolt Location: 16, angle: 46.36361379075006, distance: 4.937894950363698,Arm Bolt Location: 17, angle: 49.76163274092416, distance: 4.976233801708681,Arm Bolt Location: 18, angle: 53.48697226633447, distance: 4.961574290984115,Arm Bolt Location: 19, angle: 57.637575134983805, distance: 4.879537384235511,
Spring Hole: 3,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 4, angle: 90, distance: 0.45816648221195233,Arm Bolt Location: 5, angle: 44.62792507132086, distance: 0.116531562238841,Arm Bolt Location: 6, angle: 32.96256141126816, distance: -0.018591243736858,Arm Bolt Location: 7, angle: 29.183853132780893, distance: -0.060466637772055735,Arm Bolt Location: 8, angle: 28.158291279712, distance: -0.05979732563578717,Arm Bolt Location: 9, angle: 28.46298459384316, distance: -0.01840916560337217,Arm Bolt Location: 10, angle: 29.53282290019842, distance: 0.08001635546675213,Arm Bolt Location: 11, angle: 31.100050990898332, distance: 0.26678693403651427,Arm Bolt Location: 12, angle: 33.02466363166586, distance: 0.5887986312091921,Arm Bolt Location: 13, angle: 35.230248528179686, distance: 1.1067654584088684,Arm Bolt Location: 14, angle: 37.67620178937298, distance: 1.8894309235244267,Arm Bolt Location: 15, angle: 40.34483351412245, distance: 3.0061981806550744,Arm Bolt Location: 16, angle: 43.23560714898218, distance: 4.523939483525453,Arm Bolt Location: 17, angle: 46.36361379075006, distance: 4.937894950363698,Arm Bolt Location: 18, angle: 49.76163274092416, distance: 4.976233801708681,Arm Bolt Location: 19, angle: 53.48697226633447, distance: 4.961574290984115,
Spring Hole: 4,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 5, angle: 90, distance: 0.4727587092636974,Arm Bolt Location: 6, angle: 44.62792507132086, distance: 0.14099455776564504,Arm Bolt Location: 7, angle: 32.96256141126816, distance: 0.006443018130110198,Arm Bolt Location: 8, angle: 29.183853132780893, distance: -0.031248165276262053,Arm Bolt Location: 9, angle: 28.158291279712, distance: -0.022166550684447717,Arm Bolt Location: 10, angle: 28.46298459384316, distance: 0.03365794559314417,Arm Bolt Location: 11, angle: 29.53282290019842, distance: 0.15572582022828116,Arm Bolt Location: 12, angle: 31.100050990898332, distance: 0.3798824707515438,Arm Bolt Location: 13, angle: 33.02466363166586, distance: 0.7584814780959884,Arm Bolt Location: 14, angle: 35.230248528179686, distance: 1.3581465102903036,Arm Bolt Location: 15, angle: 37.67620178937298, distance: 2.254920125856835,Arm Bolt Location: 16, angle: 40.34483351412245, distance: 3.5323180920398074,Arm Bolt Location: 17, angle: 43.23560714898218, distance: 4.8574937368779,Arm Bolt Location: 18, angle: 46.36361379075006, distance: 4.937894950363698,Arm Bolt Location: 19, angle: 49.76163274092416, distance: 4.976233801708681,
Spring Hole: 5,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 6, angle: 90, distance: 0.48728556595543693,Arm Bolt Location: 7, angle: 44.62792507132086, distance: 0.16692757269766248,Arm Bolt Location: 8, angle: 32.96256141126816, distance: 0.03373019568690818,Arm Bolt Location: 9, angle: 29.183853132780893, distance: 0.001200436359232152,Arm Bolt Location: 10, angle: 28.158291279712, distance: 0.020284329491805884,Arm Bolt Location: 11, angle: 28.46298459384316, distance: 0.09319915441074532,Arm Bolt Location: 12, angle: 29.53282290019842, distance: 0.2432535290993421,Arm Bolt Location: 13, angle: 31.100050990898332, distance: 0.5116770713188595,Arm Bolt Location: 14, angle: 33.02466363166586, distance: 0.957584176403086,Arm Bolt Location: 15, angle: 35.230248528179686, distance: 1.6563233433494866,Arm Bolt Location: 16, angle: 37.67620178937298, distance: 2.6993444272528855,Arm Bolt Location: 17, angle: 40.34483351412245, distance: 4.216675376961116,Arm Bolt Location: 18, angle: 43.23560714898218, distance: 4.8574937368779,Arm Bolt Location: 19, angle: 46.36361379075006, distance: 4.937894950363698,
Spring Hole: 6,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 7, angle: 90, distance: 0.5017479230340517,Arm Bolt Location: 8, angle: 44.62792507132086, distance: 0.19446413709627539,Arm Bolt Location: 9, angle: 32.96256141126816, distance: 0.06354864037160672,Arm Bolt Location: 10, angle: 29.183853132780893, distance: 0.03737557647794932,Arm Bolt Location: 11, angle: 28.158291279712, distance: 0.0684309943977321,Arm Bolt Location: 12, angle: 28.46298459384316, distance: 0.16176539925011515,Arm Bolt Location: 13, angle: 29.53282290019842, distance: 0.3453631721711422,Arm Bolt Location: 14, angle: 31.100050990898332, distance: 0.6672063382926839,Arm Bolt Location: 15, angle: 33.02466363166586, distance: 1.1958786645017658,Arm Bolt Location: 16, angle: 35.230248528179686, distance: 2.0228995115076938,Arm Bolt Location: 17, angle: 37.67620178937298, distance: 3.284977597749468,Arm Bolt Location: 18, angle: 40.34483351412245, distance: 4.744179595929919,Arm Bolt Location: 19, angle: 43.23560714898218, distance: 4.8574937368779,
Spring Hole: 7,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 8, angle: 90, distance: 0.5161466320855032,Arm Bolt Location: 9, angle: 44.62792507132086, distance: 0.22377228745846778,Arm Bolt Location: 10, angle: 32.96256141126816, distance: 0.0962517104953586,Arm Bolt Location: 11, angle: 29.183853132780893, distance: 0.07792035459299716,Arm Bolt Location: 12, angle: 28.158291279712, distance: 0.12343993893134632,Arm Bolt Location: 13, angle: 28.46298459384316, distance: 0.24150394294934946,Arm Bolt Location: 14, angle: 29.53282290019842, distance: 0.46611138847847505,Arm Bolt Location: 15, angle: 31.100050990898332, distance: 0.8545884836302184,Arm Bolt Location: 16, angle: 33.02466363166586, distance: 1.4917472311721458,Arm Bolt Location: 17, angle: 35.230248528179686, distance: 2.5120579372357663,Arm Bolt Location: 18, angle: 37.67620178937298, distance: 4.606303932897208,Arm Bolt Location: 19, angle: 40.34483351412245, distance: 4.744179595929919,
Spring Hole: 8,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 9, angle: 90, distance: 0.5304825261199811,Arm Bolt Location: 10, angle: 44.62792507132086, distance: 0.25506745541132997,Arm Bolt Location: 11, angle: 32.96256141126816, distance: 0.13229977353043265,Arm Bolt Location: 12, angle: 29.183853132780893, distance: 0.12369675850539062,Arm Bolt Location: 13, angle: 28.158291279712, distance: 0.18693763303261832,Arm Bolt Location: 14, angle: 28.46298459384316, distance: 0.33558471547120866,Arm Bolt Location: 15, angle: 29.53282290019842, distance: 0.6120482150125184,Arm Bolt Location: 16, angle: 31.100050990898332, distance: 1.0890580516730004,Arm Bolt Location: 17, angle: 33.02466363166586, distance: 1.891142766264946,Arm Bolt Location: 18, angle: 35.230248528179686, distance: 3.6719756127940975,Arm Bolt Location: 19, angle: 37.67620178937298, distance: 4.606303932897208,
Spring Hole: 9,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 10, angle: 90, distance: 0.5447564201342797,Arm Bolt Location: 11, angle: 44.62792507132086, distance: 0.28863283921282595,Arm Bolt Location: 12, angle: 32.96256141126816, distance: 0.1723134191398072,Arm Bolt Location: 13, angle: 29.183853132780893, distance: 0.1759141005827629,Arm Bolt Location: 14, angle: 28.158291279712, distance: 0.26134032967165416,Arm Bolt Location: 15, angle: 28.46298459384316, distance: 0.4491467402720302,Arm Bolt Location: 16, angle: 29.53282290019842, distance: 0.7954661724953502,Arm Bolt Location: 17, angle: 31.100050990898332, distance: 1.4086076467653694,Arm Bolt Location: 18, angle: 33.02466363166586, distance: 2.8577087165943373,Arm Bolt Location: 19, angle: 35.230248528179686, distance: 4.452183727345963,
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11, angle: 90, distance: 0.5589691116524632,Arm Bolt Location: 12, angle: 44.62792507132086, distance: 0.3248533351213472,Arm Bolt Location: 13, angle: 32.96256141126816, distance: 0.2171682132558892,Arm Bolt Location: 14, angle: 29.183853132780893, distance: 0.23637945954810283,Arm Bolt Location: 15, angle: 28.158291279712, distance: 0.3505856814141795,Arm Bolt Location: 16, angle: 28.46298459384316, distance: 0.5918581081955815,Arm Bolt Location: 17, angle: 29.53282290019842, distance: 1.046997682667771,Arm Bolt Location: 18, angle: 31.100050990898332, distance: 2.195701495267072,Arm Bolt Location: 19, angle: 33.02466363166586, distance: 4.290886351299963,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12, angle: 90, distance: 0.5731213812458541,Arm Bolt Location: 13, angle: 44.62792507132086, distance: 0.36427604579244777,Arm Bolt Location: 14, angle: 32.96256141126816, distance: 0.26817961034568805,Arm Bolt Location: 15, angle: 29.183853132780893, distance: 0.30805333739986873,Arm Bolt Location: 16, angle: 28.158291279712, distance: 0.4621111554640943,Arm Bolt Location: 17, angle: 28.46298459384316, distance: 0.7878399761023593,Arm Bolt Location: 18, angle: 29.53282290019842, distance: 1.674669872584708,Arm Bolt Location: 19, angle: 31.100050990898332, distance: 3.6369904496359684,
